image_path,model_output
/teamspace/studios/this_studio/train/india_news_p000041.jpg,"JASWANT SINGH INTERVIEW
(Continued from page 1)
to generate a better appreciation of India's security concerns. Obviously, this is possible only through a sustained, bilateral dialogue process. An understanding in this regard will restore our relationship to the pre-May 1998 position. I am also optimistic that this process of restoration will result in an acceptance of a secure, self-confident India, thus imparting a new momentum to these ties.
At the same time, there is no denying that the manner in which the cib was negotiated, particularly during the last stages, left a great deal to be desired. This led to resentment against the proposed treaty. Many in India see it as part of a discriminatory, nuclear nonproliferation regime.
The Government's commitment to nuclear non-pro-liferation remains unchanged. The priority of our meeting the country's national security concerns having been addressed, the Government believes that we now need to convey reassurance to the international community and, in this regard, desires to develop a national consensus. The need for a consensus in any democratic society is self-evident.
Thave explained this in the past to the .S. admin-istration, and they better understand this approach after their own difficulties on this issue in their Sen-ate.
There appears to be lack of clarity about signing and ratification. Can you elaborate?
Three separate decisions are required of the Government as part of adherence to any international treaty: signature, ratification and deposition of the instrument of ratification. These decisions are taken by the Cabinet. Each of them is a separate decision.
To recall a recent example, in January 1993, the Cabinet decided that India will become a signatory to the Chemical Weapons Convention; the decision to ratify was taken in October 1995, followed by another decision to deposit the instrument of ratification in September 1996.
In your view, how far should India go in terms of its adherence to the CTBT at this stage, particularly in light of the uncertainty about the Treaty's future created by the U.S.
Senate vote?
As I have already clarified, the process of adherence to an international treaty is a step-by-step process.
While India's decisions will be made by the Indian Government, there is no denying that this negative vote by the U.S. Senate does have a bearing on the future of this treaty. I would, therefore, consider it natural for India to also disaggregate its decision.
Is India ready to join in a moratorium on the production of fissile material for nuclear weapon purposes?
We have, after the tests last year, announced our readiness to engage in multilateral negotiations in the Conference on Disarmament in Geneva for a non-discriminatory and verifiable treaty to ban future production of fissile materials for nuclear weapon purposes. This decision was taken after due consid-eration, which included an assessment of timeframes for negotiations and entry into force of an FMCT. At this stage, India cannot accept a voluntary moratorium on production of fissile materials. Let me add that FMCT negotiations are a complex exercise it will be important, therefore, as we go along to constantly monitor the pace, direction and content of these negotiations.
Export controls is another element of dialogue with the U.S. What are the prospects of an understanding in this area?
India has remained committed to non-proliferation and maintains a highly effective system of export controls on sensitive and dual-use technologies and equipment. We have conveyed our willingness to strengthen this further, where necessary. In this regard, an inter-ministerial expert group has been established. I must add that we do remain greatly concerned about the fact that certain civilian pro-grammes in high technology areas such as space, remain targeted. Our participation in ad hoc export control regimes, such as Nuclear Suppliers Group and MTCR will be on the basis of equality. The U.S. does appreciate that India has a system of laws and an effective institutional mechanism to implement non proliferation-related export controls but we need to make further progress.
There is a perception in the international community that the document prepared by the National Security Advisory Board for the National Security Council is India's official nuclear doctrine. What is the status of this document?
Let me correct this perception. The National Security Advisory Board is a group of non-official strategic experts and analysts. It was tasked by the National Security Council to prepare a number of papers, including one on a possible 'Indian Nuclear Doc-trine'. This it prepared and submitted to the National Security Adviser, also releasing it publicly for a larger debate. That debate is now under way. It is"
/teamspace/studios/this_studio/train/india_news_p000075.jpg,"Excerpts from Ambassador Naresh Chandra’s chat with India Today March 27, 2000

Q: Of what consequence and importance for India was President Clinton’s visit considering that he is nothing but a lame duck President.

Naresh Chandra: The main purpose of President Clinton’s visit was to send a clear signal that both India and the U.S. are ready and committed to forge a new relationship in the 21st century. The summit meeting has been very successful and laid the foundation for carrying forward meaningful dialogue and to improve cooperation in vital areas over a broad range. These institutional arrangements will survive a change of government, which is in any case a regular feature in democracies. Of course the personal contributions of the two leaders will remain to serve the interlocutors on both sides in the future.

Q: Sir, how do you analyze the failure of Indian diplomacy to persuade the US President not to visit Pakistan. It does seem that even now the Indian lobbying in Washington is not very efficient as compared with Pakistan.

Naresh Chandra: The approach of the government of India has been very much distorted in some sections of the press. You’ll be glad to know that our invitation to the U.S. President was unconditional. It was our duty to inform the U.S. side in advance about the adverse reaction in India to a visit to Pakistan at this time, because of all that had happened in 1999 like the Kargil crisis, the military takeover and the Indian Airlines plane hijack. We always said this is a decision for the US President to take and the warmth and the scale of our reception would not be affected if he decided to visit Pakistan. You should also know that leading newspapers expressed opinions against the Pakistan visit. Opinion in the US, among experts, was divided. Many leading Americans said that a visit to a military regime would somewhat tarnish America’s image as a champion of democracy and tend to legitimize the military government in Pakistan. Indian diplomacy did not fail. In fact Indian diplomacy alerted the U.S. administration of possible dangers; that is why the U.S. President and official spokesmen were able to quickly rebut Islamabad’s claim that the visit legitimized the military government’s stand. Our diplomatic efforts must have been effective as can be seen from the statements made by the President and his National Security Advisor on this subject.

Q: Will signing CTBT really make any difference in Indo-US ties?

Naresh Chandra: It is evident that signing the CTBT will narrow down differences that we have on Non-proliferation issues. However, the chief criterion for taking a decision one way or the other would be on the basis of a consensus and in the context of what is in the national security interests of the people of India.

Q: Now that Mr. Clinton has had a very successful visit to India, what specific steps will our embassy and consulates take to get NRIs involved in building a better understanding between the Congress and India on Kashmir and also between US citizens and India on Kashmir. Many still do not have a proper appreciation of the problems faced by India in solving the Kashmir problem. There should be a strategic plan drawn by the embassy for this purpose.

Naresh Chandra: The embassy and consulates have been working very closely with Indian Americans and this has resulted in a greater understanding of the Jammu and Kashmir issue. I agree that more needs to be done but you should note that a very large number of members of the House of Representatives and the Senate have given statements and written letters to the U.S. President supporting India’s case and highlighting the irresponsible actions of Pak agencies in supporting cross-border terrorism and fundamentalist militant activity. The strategic plan exists and it is drawn up at the government of India level to be followed and implemented by Indian missions abroad, including the embassy at Washington, DC.

Q: Do you think India and Pakistan will sit and talk on Kashmir? If Pakistan stops sending in armed militants, as required by India for talks, what is there to talk about Kashmir, there will be peace as such.

Naresh Chandra: The Simla agreement of 1972 and the Lahore declaration of 1999 provide for a bilateral dialogue to resolve all issues including Jammu and Kashmir. India’s stand is that for the dialogue to be meaningful, the conditions essential to progress and constructive dialogue should be present. Aiding and abetting terrorist and militant activity along-with vicious propaganda are not conducive to holding a meaningful dialogue. This is common sense. What India is seeking is not a set of pre-conditions, but the building up of a helpful atmosphere. This requires the ground situation to improve and for Pakistan and its agencies to live up to its obligations under the Simla agreement and the Lahore declaration. I do not agree with you that if peace comes there would be nothing to talk about. On the contrary there are a number of issues on which we can hopefully make progress and resolve issues, for example the Siachen dispute, the Tulbul navigation project and the better and less costly management of the Line of Control and international border. Windows of opportunity would also open for cooperation in Energy and Environment, Information Technology, Business and Trade. We would also like to improve travel facilities between India and Pakistan to reduce the difficulties faced by travelers, particularly where members of the same family are living on both sides of the border."
/teamspace/studios/this_studio/train/india_news_p000086.jpg,"Forum for India-U.S. dialogue on Financial and Economic matters established Washington, DC April 17, 2000 India's Finance Minister, Mr. Yashwant Sinha, and the U.S. Treasury Secretary, Mr. Lawrence Summers, signed here today a document setting up the India-United States Financial and Economic Forum. India's Ambassador to the U.S., Mr. Naresh Chandra, Secretary (Economic affairs), Dr. E. A. S. Sarma, the Indian Executive Directors on the Boards of the World Bank and the I.M.F., Assistant Secretary in the U.S. Department of Treasury and the U.S. Executive Director of the World Bank were among those present at the signing. The Forum is part of the broader economic and commercial dialogue between the two countries envisaged in the ""Vision Statement"" issued by Prime Minister Vajpayee and President Clinton during the U.S. President's recent visit to India. The objective of the Forum is to strengthen the financial and economic relationship between India and the United States through regular government-to-government meetings of economic policy makers. The Forum is to be headed by the Indian Finance Minister and the U.S. Treasury Secretary who are expected to meet on an annual basis. These meetings are to be supplemented by sub-Cabinet level meetings of officials of the two governments and will involve, as appropriate, the participation of the U.S. Securities and Exchange Commission, Federal Reserve System, Office of the Comptroller of the Currency, Council of Economic Advisors and, on the Indian side, the Securities and Exchange Board of India (SEBI), and the Reserve Bank of India. The sub-cabinet level meetings are expected to focus on the strengthening and development of financial services through mutual exchange of experiences on issues relating to capital markets in the two countries and macro-economic and investment issues such as, structural reform, fiscal and monetary policies, and bilateral trade issues. After the signing ceremony, the two sides held bilateral discussions in which the subject of the first meeting of the Forum was also raised. It was agreed that this meeting may be held prior to the next meeting of the Heads of Government envisaged in the Vision Statement. A Season for Nonviolence Bronze busts of Mahatma Gandhi and Kasturba Gandhi were unveiled at a colorful ceremony at Luther King Jr. International Chapel, Morehouse College, Atlanta on April 2, 2000. The ceremony also marked the founding of the Mahatma Gandhi's Center for the study of peace and nonviolence. The function which marked the closing of ""A Season for Nonviolence"", a campaign that highlighted the philosophies of Mahatma Gandhi and Martin Luther King Jr., was organized by the Morehouse College in cooperation with the Indian American community of Atlanta. Founded in 1867 as the Augusta Institute in Augusta, Georgia, Morehouse College is the nation's only private, historically black liberal arts college enrolls approximately 3,000 students. More than 1500 people including Dr. Coretta Scott King, Dr. Arun Gandhi, grandson of Mahatma Gandhi, Mayor of Atlanta, President of Morehouse College, Mr. Rinzling Wangdi, Consul General of India at Houston, Mr. Anil Chowdhry, Minister (Community Affairs), Embassy of India, Washington, D.C. and Indian American community leaders from Atlanta, attended the ceremony. A 100-member voice choir specially flown in from Los Angeles for the occasion sang hymns specially composed for the occasion. The event supported the unanimous declaration of the UN General Assembly of November 1998, which called for a Decade of Peace and Nonviolence for the children of the world beginning with the new millennium."
/teamspace/studios/this_studio/train/india_news_p000047.jpg,"India News is published by the Press & Information Wing, Embassy of India. An electronic edition is available at the Embassy's web site: http://www.indianembassy.org

You can also receive an email version of India News. Join the Embassy Announcement List by sending email to indianembassy@egroups.com or visit the following site: http://www.egroups.com/group/indianembassy/info.html

The Embassy also maintains a discussion group for India News readers. You can join by sending email to: india_discussion@egroups.com or by visiting the following site: http://www.egroups.com/group/india_discussion/info.html

Embassy of India Press & Information 2107 Massachusetts Ave., NW Washington, DC 20008

IN THIS ISSUE!

India not to engage in a nuclear arms race: Jaswant Singh ... 1

Orissa Cyclones ... Prime Minister's Relief Fund Relief efforts by non-governmental organizations Facts on Orissa Information on Cyclone Damage Economic News Updates Government considering proposal to grant visa on arrival to tourists Supreme Court rejects TRAI appear against High Court stay on CPP regime Roadmap for credit information bureau Government rejects state-owned PGCIL's equity expansion proposal New civil aviation policy soon Government to reduce stake in banks below 51%"
/teamspace/studios/this_studio/train/india_news_p000116.jpg,"Prime Minister Vajpayee and President Clinton with the sculptor Gautam Pal and Ambassador Naresh Chandra (September 16, 2000; Photo:
Raj Sharma)
His recent widely acclaimed biography, American in Khadi, shows how there has always been a natural affinity between India and America. Friends, what is it about Gandhiji that makes him a man not just of the past, but equally of the present and the future?
What is it about him that makes him not just an Indian, but a man who belonged to the whole humanity?
The answer to these questions is obvious: The universality of the man. And the immorality of his message.
What is more, Gandhiji lived his own message. As he himself famously put it, ""My life is my message"".
It is the message of truth and non-violence.
Of brotherhood of all human beings.
Of cooperation among Equally, it is the message of tolerance and respect for diversity, which are the basic tenets of democracy. Gandhiji saw both these tenets as the art and science of mobilising the physical, economic and spiritual resources of all sections of the people in the service of the common good. It is the proud privilege of both India and the United States that out two countries are models — one in the East and the other in the West — of democracy as well as unity in diversity. We both cherish, preserve and promote universal human rights such as freedom of speech, political choice and religious belief. These are universal values that form the foundation of more tolerant and compassionate societies, a more non-violent world free from tensions and fear. They form the foundation of a world where the liberty of people living in open societies is not threatened by extremism and terrorism. These are values enshrined in the American and Indian Constitutions and handed down to us by great men like Abraham Lincoln, Mahatma Gandhi and Martin Luther King. It is not a coincidence that all three of them fell to the bullets of assassins. Inspired by the Mahatma, we believe that non-violence requires faith in God and faith in man. Hence, we remain hopeful of a world where the conscience of humanity will never allow forces of bigotry and violence to succeed. Gandhiji’s statue here in the heart of Washington will be a symbol of the triumph of the human spirit against oppression, just as the Statue of Liberty in the New York has been the beacon of freedom, for the whole world. Distinguished guests, Today is the penultimate day of my visit to this great country. It has been a very satisfying and fruitful visit. I thank President Clinton for the enormous personal commitment he has brought to bear on the success of the Indo-American dialogue. Just as his visit to India earlier this year was a memorable one for him, my own visit to America now has been equally momentous. See VAJPAYEE’S AFTER DEDICATION SPEECH, Page 10"
/teamspace/studios/this_studio/train/india_news_p000103.jpg,"Bilateral Meeting of the External Affairs Minister with the U.S. Secretary of State and Participation in the Conference of Democracies Warsaw, Poland June 30, 2000

The bilateral meeting was organized on the margins of the conference of ‘Communities of Democracies’ (CD). CD is a new initiative organized by a number of countries. India was one of the seven countries of the convening group of CD, which met prior to the conference in order to prepare a draft declaration, which could be released on the conclusion of the conference. CD is not an institutionalized grouping against anybody but a joint initiative taken to exchange views and share experiences on how to strengthen democracy and democratic practices.

The meeting between External Affairs Minister and U.S. Secretary of State lasted for an hour. During the meeting discussions were held on the modalities of CD.

The U.S. Secretary of State, Madeline Albright reiterated a very positive assessment of U.S. President’s visit to India in March this year. Ms. Albright also reiterated U.S. President’s invitation to our Prime Minister for a return visit.

The return visit by our Prime Minister is expected to take place in September this year. The details are being worked out and would be announced subsequently.

External Affairs Minister Jaswant Singh raised the question of Indian UN peacekeepers in Sierra Leone and our concerns on this issue. Incidentally, the following day External Affairs Minister was to meet UN Secretary General to have discussions on this issue. Ms. Albright expressed her willingness to join him for this meeting and reiterate US concerns. The next day, both the leaders jointly met UN Secretary General.

As a result of consistent and continuing diplomatic efforts, 21 of the Indian soldiers in relatively more difficult situations have been released. This is a good development. India also appreciates Ms. Albright’s decision to join External Affairs Minister for his meeting with UNSG.

The discussions also took place on bilateral issues including nuclear nonproliferation and disarmament. Indian position regarding CTBT has been articulated by PM i.e. “We are preparing a national consensus in this matter and efforts would be continued in the coming months in this direction”."
/teamspace/studios/this_studio/train/india_news_p000084.jpg,"STATEMENT

(Continued from page 2)

The NPT community needs to understand that India cannot join the NPT as a non-nuclear weapon state. Statements by NPT States Parties about India rolling back its nuclear programme are mere div- versions to prevent focussed attention on the basic goals of the NPT.

India's commitment to global nuclear disarmament and lasting non-proliferation remains undiluted. While willing to commence negotiations on Nuclear Weapons Convention, India also remains ready to participate in agreed and irreversible steps to prepare the ground for such negotiations. A global no-first-use agreement and a non-use agreement against non-nuclear weapon states would meet the longstanding requirement for legally binding negative security assurances and assurances to nuclear-weapon-free zones. Another positive development would be a commitment by nuclear weapon states not to deploy nuclear weapons outside their own national territories. Nuclear weapon states also need to take steps to lower the alert status, through gradual de-alerting actions, consistent with policies of no-first-use and the defensive role of nuclear weapons. Tactical weapons that lend themselves to war fighting roles need to be eliminated. These would be some positive and concrete steps in the right direction.

India has been a responsible member of the international nuclear non-proliferation regime and will continue to take initiatives and work with like-minded countries to bring about stable, genuine and lasting non-proliferation, thus leading to a nuclear-weapon-free-world.

Information on drought-hit areas and relief activities

More than 50 million people have been affected by a severe drought in Rajasthan, Gujarat, Orissa, Andhra Pradesh and various parts of India.

Several central Ministries and the State Governments have launched relief operations to alleviate the situation. Food, water and fodder are being transported to drought-hit areas. The Prime Minister is personally coordinating the relief efforts in consultation with the Chief Ministers of the affected states.

Some of the relief measures taken to tackle the drought situation are:

- Food for work program have been launched.
- Potable water is being transported by ship and special trains.
- Special funds have been allocated for relief operations.
- More than 400 non-governmental organizations are engaged in relief activities in these states.

Prime Minister Vajpayee while addressing the nation on April 24, 2000 has appealed to the people to contribute to the National Relief Fund.

Contributions to the Prime Minister's National Relief Fund are tax exempt under the Indian Income Tax Act. A receipt will be issued for contributions.

Send your donation by check or money draft drawn in favor of PRIME MINISTER'S NATIONAL RELIEF FUND to:

PRIME MINISTER'S NATIONAL RELIEF FUND
PRIME MINISTER'S OFFICE
SOUTH BLOCK, NEW DELHI - 110 011 INDIA

Relief contact Information:

State of Gujarat
K.C. Mahapatra
Relief Commissioner
Revenue Department
Government of Gujarat
New Sachivalaya Complex
Gandhi Nagar - 382 010

State of Rajasthan
R.N. Meena
Relief Commissioner
Government of Rajasthan
Telefax: +91 (141) - 382155

State of Orissa
Office of the Principal Resident Commissioner of Orissa, Delhi
Tel: +91 (11) 3019771, 3018498, 3010479, 3792002
Fax: +91 (11) 301 0839
Special Relief Commissioner, Orissa, Bhubaneswar
Tel: +91 (674) 40152, 40832
Fax: +91 (674) 400161, +91(671) 603346 at Cuttack

Relief supplies may be sent through International Committee of Red Cross or through other NGOs."
/teamspace/studios/this_studio/train/india_news_p000045.jpg,"ECONOMIC NEWS UPDATES Government considering proposal to grant visa on arrival to tourists The government is considering a proposal to grant visa on arrival to tourists from certain countries according to a top tourism ministry official. ""Tourism ministry has sent proposal to home ministry for granting visa to tourists when they arrive at airports,"" Tourism Secretary M. P. Bezbaruah said. Facility to grant such visa to tourists from certain countries works on a reciprocal basis and we have not specified the countries for which such facility should be extended, he added. Supreme Court rejects TRAI appear against High Court stay on CPP regime The Supreme Court has dismissed a petition by Telecom Regulatory Authority of India (TRAI) challenging the Delhi High Court stay on the implementation of free incoming calls for cellular phone users under Calling Party Pays (CPP) regime. ""We do not think it is appropriate to interfere with the order of the High Court or in the proceeding, there as the matter is still at a preliminary stage,"" a division bench comprising Justice B. N. Kirpal and Justice S. Rajendra Babu said while dismissing TRAI's petition. The TRAI through CPP had announced to provide from November one free incoming calls to cellular users but the same was challenged in the High Court by state-owned Mahanagar Telephone Nigam Ltd and another public interest litigation which alleged that the MTNL was going to lose substantial revenue under the new regime. Under CPP, while the cellular phone owner on receiving a call from Public Service Telephone Network (PSTN), would pay no money whereas the PSTN user would pay Rs. 3.30 per call. Of the Rs. 3.30, MTNL would get Rs. 0.90 and the Cellular Operators would get Rs. 2.40. Under the existing arrangements, for each call made from PSTN, MTNL gets Rs. 1.10 and for receiving the call of three minutes, a cellular user would pay around Rs. 12. The High Court on October 28 had stayed the proposed CPP regime saying the TRAI order is a hostile discrimination against Department of Telecom (DoT) and Mahanagar Telephone Nigam Limited (MTNL). Roadmap for credit information bureau A Reserve Bank of India (RBI), federal bank working group has suggested that a beginning should be made in setting up a Credit Information Bureau (CIB), even though the existing legal framework prohibited disclosure of information on banks' customers. The group, set up to explore the possibilities of establishing such a Bureau, has said that pending legislative amendments, CIB could operate with information relating to suit filed accounts and information on transactions on which the constituent has given consent to the bank to dis-close. The group, which submitted its report today, has also suggested the involvement of a foreign technology partner in setting up the Bureau. ""The Bureau could be set up as a company under the Companies Act, 1956 with share capital contributions from its user groups, namely commercial banks, financial institutions and non-banking finance companies,"" the report has said. The Bureau should collect both negative and positive information relating to credit, trade and financial information. This would include external borrowings on corporate and consumer retail segments such as credit facilities from banks, non-banking finance companies, as also credit cards held and indebtedness to cellular phone companies among others. The setting up of such a Bureau would entail the enactment of a master legislation to facilitate collection and sharing of information, the report said, adding that it should be technology-driven and professionally managed with mini-mun manual intervention. Government rejects state-owned PGCIL's equity expansion proposal The Indian Government has rejected a proposal of the Power Grid Corporation (PGCIL) to expand its equity by Rs. 12 billion to over Rs. 42 billion and instead advised it to sell a few of its transmission lines to meet fund requirements for new projects. ""We are not going for equity expansion of Power grid as proposed earlier. Instead we propose to generate resources for the corporation through other means,"" federal Power Minister P R Kumaramangalam said. The power ministry has identified about four to five transmission lines of Powergrid to be sold to private sector and the company would use the revenue generated from the sale for investments, Kumaramangalam said. Owing to fund constraints, PGCIL has revised lower by Rs. 20 billion its Ninth Plan Investment programs at Rs. 130 billion. As the corporation is expected to take up transmission work for some of the private power projects, it had sought government support to increase its borrowing capabilities. When contacted Powergrid Chairman and Managing Director R. P. Singh confirmed that the corporation would now sell some of its existing transmission projects instead of infusing fresh equity. ""We will sell some of our lines through the international competitive bidding route,"" Singh said but declined to give details. New civil aviation policy soon The Indian Government will soon come out with a new comprehensive Civil Aviation policy and is considering setting up more international airports in the country. ""A Civil Aviation policy and is considering setting up more international airports in the country."""
/teamspace/studios/this_studio/train/india_news_p000056.jpg,"IN THIS ISSUE

Past U.S. Presidential Visits to India (Photos) 2

India-U.S. Space Cooperation: Reaching for a new frontier 3

Bilateral visits of Heads of State/Government 3

India-U.S. Economic & Trade Relations: A Growing Partnership 4

India-U.S. Science & Technology Relations - Harnessing the Potential 6

Indian American Community: A Story of Achievements 7

Internet Guide to India 8

“…India and the United States are natural allies in the quest for a better future for the world in the 21st century.” — Prime Minister Vajpayee September 28, 1998

“…(India) is a great democracy that has preserved their democracy, I must say, against enormous odds. And we have an enormous common interest in shaping the future with them, and I’m looking forward to it.” — President Clinton February 1, 2000

President of the United States Bill Clinton to visit India

President Clinton’s visit to India is the fourth by a US President. Earlier visits were by Presidents Dwight Eisenhower (1959), Richard Nixon (1969) and Jimmy Carter (1978). From the Indian side, Prime Minister Jawaharlal Nehru visited in 1949, 1956 and 1961, President Radhakrishnan in 1963, Prime Minister Indira Gandhi in 1966, 1971 and 1982, Prime Minister Morarji Desai in 1978, Prime Minister Rajiv Gandhi in 1985 and 1987 and Prime Minister Narasimha Rao in 1994. President Clinton’s visit is taking place at a time of warming of relations between the two countries, and reflects the common desire of both countries to move towards a new, broad-based, forward-looking, politically constructive and economically productive partnership. The threat of terrorism faced by both countries from the same source has added a new dimension to India-US cooperation.

India – U.S. Relations

Over five decades, the relationship between the world’s two largest democracies has witnessed periods of ups and downs. Natural affinities between the two countries, characterized by pluralistic and open societies, common language, good track records of democracy and common commitment to the rule of law and basic freedoms, did not yield the desired results because of differing positions during the Cold War.

Successive American Administrations concerned with the need to contain communism did not view India’s leadership of the Non-aligned Movement very favorably. The US alliance with and military support to a country hostile to India was also a cause of friction. The dominance of the state sector in the Indian economy was viewed in the US as inefficient and wasteful, and detrimental to its own interests. The Indian economy nevertheless benefited considerably during this period from US food aid (PL-480) and"
/teamspace/studios/this_studio/train/india_news_p000006.jpg,"Independence Day Address to the Nation by The President of India K.R. Narayanan on the Eve of Independence Day

Fellow citizens, Friends,

On the eve of the 52nd anniversary of India's Independence, I have great pleasure in extending to all fellow citizens, whether living in India or abroad, my warm greetings and felicitations.

I send a special word of greeting and felicitation to our brave jawans and to our kisan and mazdoor brothers and sisters, who toil and sweat from dawn to dusk and keep our country going.

I would like, this year, to convey the boundless admiration and gratitude of the nation to our Defence and Para-military Forces. It is the death-defying courage of our young men, hailing from every State, and every part of India, the sons of our common folk, fighting on the bleak and hazardous heights of Kargil, Baltal and Dras that protected India's sovereignty and territorial integrity, driving the intruders from our sacred soil across the Line of Control in Jammu and Kashmir.

Tomorrow when the national tri-colour flies atop the ramparts of the historic Red Fort and over a multitude of humble dwellings across the land, it will flutter in salute to the flower of our youth who sacrificed everything to preserve the honour of our flag. We must resolve now that their sacrifice does not go in vain.

Years ago, our First Prime Minister Pandit Jawaharlal Nehru had noted a common failing of our country and observed that ""the basic fact remains that we have yet to develop as a unified nation... Under some calamity or external danger, we may well unite. When the immediate danger is removed, we fall back into our respective shells and lose the sense of the whole. We try to get out of these shells and then, something happens that lays bare our inner urns and failings. Whether it is provincialism or caste, we still live in a tribal age"". Kargil has shaken us out of our narrow shells and forged a new national unity in the crucible of the common danger suddenly imposed on us. Friends, we hear voices from the other side threatening more Kargils Continued on page 6"
/teamspace/studios/this_studio/train/india_news_p000061.jpg,"India-U.S. Economic & Trade Relations: A Growing Partnership

India's economic reforms have generated a trade momentum between India and the U.S. that grows every year. Starting in 1991, India has carried out sweeping changes in its national economic policies to stimulate domestic and foreign investment in many sectors of the country's economy. The effect on trade and investment relations with the United States has been profound.

The U.S. is now not only the largest investor country in India, it is also India's largest trading partner.

The trade between the two countries in 1999 totaled US $ 12.79 billion reflecting an increase of nearly 100% since 1992.

India - U.S. Bilateral Trade (in US millions)

| Year | India's Exports | India's Imports | Turnover | Balance (in favor of India) |
|------|-----------------|-----------------|----------|----------------------------|
| 1992 | 3,781            | 1,914           | 5,695     | 1,866                      |
| 1993 | 4,551            | 2,761           | 7,312     | 1,790                      |
| 1994 | 5,302            | 2,296           | 7,598     | 3,005                      |
| 1995 | 5,736            | 3,296           | 9,032     | 2,440                      |
| 1996 | 6,169            | 3,318           | 9,487     | 2,851                      |
| 1997 | 7,321            | 3,616           | 10,937    | 3,705                      |
| 1998 | 8,225            | 3,545           | 11,770    | 4,680                      |
| 1999 | 9,083            | 3,707           | 12,790    | 5,376                      |

Growth Rate

India's exports to the U.S. have been growing since 1992 at an average rate of 13.7% in dollar terms.

Imports from the USA have been fluctuating. The rate of growth declined by 0.6% in 1996, increased by 8.9% in 1997, declined by 1.96% in 1998 and grew by 4.6% in 1999.

Trade composition

India's exports to the US have been rising mainly on account of significant increases in the exports of diamonds, textiles and ready-made garments, machinery, carpets, footwear and leather products, dyes, iron and steel products, chemicals, edible fruit and nuts and spices, coffee and tea.

Six items, namely, textiles and clothing, cut and polished non-industrial diamonds, carpets, shrimp and prawn, footwear, leather goods and cashew nuts, account for about 75% of total Indian exports to the US.

The chief items imported from the U.S. at present are machinery including project items, fertilizers, aircraft and aeronautical equipment, and organic chemicals.

See PARTNERSHIP, Page 5

4 INDIA NEWS • March 2000"
/teamspace/studios/this_studio/train/india_news_p000128.jpg,"differences and increase mutual understanding on non-proliferation and security issues. This will help us to realize the full potential of Indo-U.S. relations and contribute significantly to regional and global security.

The true measure of our strength lies in the ability of our people to shape their destiny and to realize their aspirations for a better life. That is why the United States and India are and will be allies in the cause of democracy. We will share our experience in nurturing and strengthening democratic institutions the world over and fighting the challenge to democratic order from forces such as terrorism. We will cooperate with others to launch an international Community of Democracies this year.

The United States applauds India's success in opening its economy, its achievements in science and technology, its commitment to a new wave of economic expansion and reform, and its determination to bring the benefits of economic growth to all its people. Our nations pledge to reduce impediments to bilateral trade and investment and to expand commerce between us, especially in the emerging knowledge-based industries and high-technology areas.

We will work together to preserve stability and growth in the global economy as well. And we will join in an unrelenting battle against poverty in the world, so that the promise of a new economy is felt everywhere and no nation is left behind. That is among the fundamental challenges of our time. Opening trade and resisting protectionism are the best means for meeting it. We support an open, equitable and transparent rule-based multilateral trading system, and we will work together to strengthen it. We agree that developed countries should embrace policies that offer developing countries the opportunity to grow, because growth is the key to rising incomes and rising standards. At the same time, we share the conviction that human development also requires empowerment of people and availability of basic freedoms.

As leaders in the forefront of the new high-technology economy, we recognize that countries can achieve robust economic growth while protecting the environment and taking action to combat climate change. We will do our part to meet the global environmental challenges, including climate change and the impacts of air and water pollution on human health.

We also pledge a common effort to battle the infectious diseases that kill people and retard progress in so many countries. India is at the forefront of the global effort that has brought us to the threshold of the eradication of polio. With leadership, joint research, and application of modern science, we can and will do the same for the leading killers of our time, including AIDS, malaria and tuberculosis.

We are proud of the cooperation between Indians and Americans in advancing frontiers of knowledge. But even as we unravel the mysteries of time and space, we must continue to apply our knowledge to older challenges: indicating human suffering, disease and poverty. In the past, our cooperation helped ease mass hunger in the world. In the future, it will focus as well on the development of clean energy, health, and education.

Our partnership is not an end in itself, but a means to all these ends. And it is reinforced by the ties of scholarship, commerce, and increasingly of kinship among our people. The industry, enterprise and cultural contributions of Americans of Indian heritage have enriched and enlivened both our societies.

Today, we pledge to deepen the Indian-American partnership in tangible ways, always seeking to reconcile our differences through dialogue and engagement, always seizing opportunities to advance the countless interests we have in common. As a first step, President Clinton has invited Prime Minister Vajpayee to visit Washington at a mutually convenient opportunity, and the Prime Minister has accepted that invitation. Henceforth, the President of the United States and the Prime Minister of India should meet regularly to institutionalize our dialogue. We have also agreed on and separately outlined an architecture of additional high-level consultations, and of joint working groups, across the broad spectrum of areas in which we are determined to institutionalize our enhanced cooperation. And we will encourage even stronger people-to-people ties.

For India and the United States, this is a day of new beginnings. We have before us for the first time in 50 years the possibility to realize the full potential of our relationship. We will work to seize that chance, for our benefit and all those with whom we share this increasingly interdependent world.

Atal Bihari Vajpayee Prime Minister of India William Jefferson Clinton President of the United States of America Done on March 21, 2000 at New Delhi"
